Cumulative Time,black_0,black_1,flask_0,flask_1,flask_2,jinja2_0,jinja2_1,pre_commit_0,pre_commit_1,pre_commit_hooks_0,pre_commit_hooks_1,fastapi_0,fastapi_1,rich_0,rich_1,flake8_0,flake8_1,typer_0,typer_1,typer_2,typer_3,werkzeug_0,werkzeug_1,click_0,urllib3_0
1903.483,0,0,282,0,0,518,0,294,294,163,0,0,0,0,0,428,0,195,0,0,0,0,0,0,0
1932.3229999999999,0,0,282,0,0,518,0,294,294,163,0,0,0,0,0,438,0,195,0,0,0,0,0,0,0
1952.3109999999997,0,0,282,0,0,518,0,294,356,163,0,0,0,0,0,438,0,195,0,0,0,0,0,0,0
1965.634,0,0,282,201,0,518,0,294,356,163,0,0,0,0,0,438,0,195,0,0,0,0,0,0,0
1965.84,0,0,282,201,0,518,0,294,356,163,0,0,0,0,0,444,0,195,0,0,0,0,0,0,0
1978.003,0,0,282,201,0,518,0,294,356,163,0,0,0,0,0,446,0,195,0,0,0,0,0,0,0
2013.2459999999999,0,0,282,201,0,518,0,294,356,163,0,0,0,0,0,447,0,195,0,0,0,0,0,0,0
2035.619,0,0,282,201,0,518,0,294,356,163,0,0,0,0,0,447,0,195,0,0,0,0,0,0,0
2044.125,0,0,282,201,0,518,0,364,356,163,0,0,0,0,0,447,0,195,0,0,0,0,0,0,0
2089.225,0,0,282,201,0,518,0,364,356,163,0,0,0,0,0,447,0,195,0,0,189,0,0,0,0
2110.991,0,0,282,201,0,518,0,364,356,163,0,0,0,0,0,453,0,195,0,0,189,0,0,0,0
2163.616,0,0,282,201,0,518,0,364,356,163,0,0,0,0,0,458,0,195,0,0,189,0,0,0,0
2227.011,0,0,282,201,0,518,0,381,356,163,0,0,0,0,0,458,0,195,0,0,189,0,0,0,0
2227.56,0,0,282,201,0,518,0,381,356,163,0,0,0,0,0,464,0,195,0,0,189,0,0,0,0
2302.979,0,0,282,201,0,518,0,381,356,163,0,0,0,0,0,466,0,195,0,0,189,0,0,0,0
2336.0299999999997,0,0,282,201,0,518,0,381,390,163,0,0,0,0,0,466,0,195,0,0,189,0,0,0,0
2341.085,0,0,282,201,0,518,0,381,390,163,0,0,0,0,0,468,0,195,0,0,189,0,0,0,0
2363.784,0,0,282,201,0,518,0,381,390,163,0,0,0,0,0,469,0,195,0,0,189,0,0,0,0
2384.527,0,0,328,201,0,518,0,381,390,163,0,0,0,0,0,469,0,195,0,0,189,0,0,0,0
2408.48,0,0,328,201,0,518,0,381,390,163,0,0,0,0,0,471,0,195,0,0,189,0,0,0,0
2415.833,0,0,328,201,0,518,0,396,390,163,0,0,0,0,0,471,0,195,0,0,189,0,0,0,0
2422.604,0,0,328,201,0,518,0,396,390,163,0,0,0,0,0,471,0,195,0,0,189,0,0,0,0
2444.9739999999997,0,0,328,201,0,518,0,396,390,163,0,0,0,0,0,472,0,195,0,0,189,0,0,0,0
2455.462,0,0,328,201,0,518,0,396,390,163,0,0,0,0,0,472,0,195,0,0,189,628,0,0,0
2476.412,0,0,328,201,0,518,0,396,390,163,0,0,0,0,0,473,0,195,0,0,189,628,0,0,0
2487.751,247,0,328,201,0,518,0,396,390,163,0,0,0,0,0,473,0,195,0,0,189,628,0,0,0
2488.794,247,0,328,201,0,518,0,396,390,163,0,0,0,0,0,473,0,195,0,0,189,628,0,0,0
2489.736,247,0,328,201,0,518,0,404,390,163,0,0,0,0,0,473,0,195,0,0,189,628,0,0,0
2517.053,247,0,328,201,0,518,0,404,390,163,0,0,0,0,0,474,0,195,0,0,189,628,0,0,0
2555.44,247,0,328,201,0,518,0,404,390,163,0,0,0,0,0,475,0,195,0,0,189,628,0,0,0
2556.276,247,0,328,201,0,518,0,404,413,163,0,0,0,0,0,475,0,195,0,0,189,628,0,0,0
2575.284,247,0,328,201,0,518,0,404,413,163,75,0,0,0,0,475,0,195,0,0,189,628,0,0,0
2578.841,247,0,328,201,0,518,0,404,413,163,75,0,0,0,0,476,0,195,0,0,189,628,0,0,0
2589.755,247,0,328,201,0,518,0,417,413,163,75,0,0,0,0,476,0,195,0,0,189,628,0,0,0
2601.613,247,0,328,201,0,518,0,417,413,163,75,0,0,0,0,477,0,195,0,0,189,628,0,0,0
2620.869,247,0,328,201,0,518,0,417,413,163,75,0,0,0,0,477,0,195,192,0,189,628,0,0,0
2621.06,247,0,328,201,0,518,0,417,413,163,75,0,0,0,0,478,0,195,192,0,189,628,0,0,0
2637.621,247,0,328,201,0,518,0,417,413,163,75,0,0,0,0,478,0,195,192,0,189,628,0,0,0
2658.809,247,0,328,201,0,518,0,417,413,163,75,0,0,0,0,479,0,195,192,0,189,628,0,0,0
2693.914,247,0,328,201,0,518,0,417,413,163,75,0,0,0,0,483,0,195,192,0,189,628,0,0,0
2696.9,247,0,370,201,0,518,0,417,413,163,75,0,0,0,0,483,0,195,192,0,189,628,0,0,0
2700.7059999999997,247,0,370,201,0,518,0,417,433,163,75,0,0,0,0,483,0,195,192,0,189,628,0,0,0
2725.5510000000004,247,0,370,201,0,518,0,417,433,163,75,0,0,0,0,485,0,195,192,0,189,628,0,0,0
2747.358,247,0,370,201,0,518,0,417,433,163,75,0,0,0,0,488,0,195,192,0,189,628,0,0,0
2761.2259999999997,247,0,370,201,0,518,0,417,433,163,75,0,0,0,0,488,0,248,192,0,189,628,0,0,0
2781.7470000000003,247,0,370,201,0,518,0,417,433,163,75,0,0,0,0,491,0,248,192,0,189,628,0,0,0
2800.107,247,0,370,201,0,518,0,434,433,163,75,0,0,0,0,491,0,248,192,0,189,628,0,0,0
2809.2540000000004,247,0,370,201,0,518,0,434,433,163,75,0,0,0,0,491,0,248,192,0,189,628,0,0,0
2888.1870000000004,247,0,370,201,0,518,0,434,433,163,75,0,0,0,0,496,0,248,192,0,189,628,0,0,0
2931.3740000000003,247,0,370,201,0,518,0,434,433,163,75,0,0,0,0,497,0,248,192,0,189,628,0,0,0
2954.96,247,0,370,201,0,518,0,434,433,163,75,0,0,0,0,498,0,248,192,0,189,628,0,0,0
2964.1929999999998,247,0,370,201,0,518,0,434,450,163,75,0,0,0,0,498,0,248,192,0,189,628,0,0,0
3001.9790000000003,247,0,404,201,0,518,0,434,450,163,75,0,0,0,0,498,0,248,192,0,189,628,0,0,0
3077.051,247,0,404,201,0,518,0,461,450,163,75,0,0,0,0,498,0,248,192,0,189,628,0,0,0
3123.2879999999996,247,0,404,201,0,518,0,461,468,163,75,0,0,0,0,498,0,248,192,0,189,628,0,0,0
3149.8319999999994,247,0,404,201,0,518,0,461,468,163,75,0,0,0,0,498,0,277,192,0,189,628,0,0,0
3235.54,247,0,404,201,0,518,0,486,468,163,75,0,0,0,0,498,0,277,192,0,189,628,0,0,0
3275.339,247,0,404,308,0,518,0,486,468,163,75,0,0,0,0,498,0,277,192,0,189,628,0,0,0
3278.909,247,0,430,308,0,518,0,486,468,163,75,0,0,0,0,498,0,277,192,0,189,628,0,0,0
3349.372,247,0,430,308,0,518,0,486,468,163,75,0,0,0,0,498,0,277,192,0,189,628,0,265,0
3361.9219999999996,247,0,430,308,0,518,0,486,485,163,75,0,0,0,0,498,0,277,192,0,189,628,0,265,0
3379.028,247,0,430,308,0,518,0,498,485,163,75,0,0,0,0,498,0,277,192,0,189,628,0,265,0
3456.439,247,0,430,308,0,518,0,498,485,163,75,0,0,0,0,498,0,277,192,0,269,628,0,265,0
3507.382,247,0,454,308,0,518,0,498,485,163,75,0,0,0,0,498,0,277,192,0,269,628,0,265,0
3534.2439999999997,247,0,454,308,0,518,0,498,500,163,75,0,0,0,0,498,0,277,192,0,269,628,0,265,0
3576.434,247,0,454,308,0,685,0,498,500,163,75,0,0,0,0,498,0,277,192,0,269,628,0,265,0
3577.3289999999997,247,0,454,308,0,685,0,516,500,163,75,0,0,0,0,498,0,277,192,0,269,628,0,265,0
3584.98,247,0,454,308,0,685,0,516,500,163,75,0,0,0,0,498,0,277,237,0,269,628,0,265,0
3614.9109999999996,247,0,454,308,0,685,0,521,500,163,75,0,0,0,0,498,0,277,237,0,269,628,0,265,0
3618.004999999999,247,0,454,308,0,685,0,521,500,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3674.9399999999996,247,0,454,308,0,685,0,525,500,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3728.019,247,0,454,308,0,685,0,528,500,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3775.8239999999996,247,0,454,308,0,685,0,529,500,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3784.2019999999998,247,0,454,308,0,685,0,529,510,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3817.845,247,0,454,308,0,685,0,531,510,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3843.453,247,0,476,308,0,685,0,531,510,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3859.493,247,0,476,308,0,685,0,531,517,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3882.8830000000003,333,0,476,308,0,685,0,531,517,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3882.899,333,0,476,308,0,685,0,536,517,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3884.5699999999997,333,0,476,344,0,685,0,536,517,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3915.543,333,0,476,344,0,685,0,536,524,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
3968.365,333,0,476,344,0,685,0,546,524,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
4018.639,333,0,497,344,0,685,0,546,524,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
4023.4089999999997,333,0,497,344,0,685,0,554,524,163,75,0,0,0,0,498,0,310,237,0,269,628,0,265,0
4060.149,333,0,497,344,0,685,0,554,524,163,75,0,0,0,0,498,0,310,237,0,269,870,0,265,0
4065.3639999999996,333,0,497,344,0,685,0,557,524,163,75,0,0,0,0,498,0,310,237,0,269,870,0,265,0
4097.923,333,0,497,344,0,685,0,557,524,163,75,0,0,0,0,498,0,310,237,0,306,870,0,265,0
4102.048,333,0,497,344,0,685,0,557,529,163,75,0,0,0,0,498,0,310,237,0,306,870,0,265,0
4105.558,333,0,497,344,0,685,0,561,529,163,75,0,0,0,0,498,0,310,237,0,306,870,0,265,0
4108.457999999999,333,0,497,344,0,685,0,561,529,163,75,0,0,0,0,498,0,330,237,0,306,870,0,265,0
4144.816,333,0,497,344,0,685,0,564,529,163,75,0,0,0,0,498,0,330,237,0,306,870,0,265,0
4182.86,333,0,497,344,0,685,0,566,529,163,75,0,0,0,0,498,0,330,237,0,306,870,0,265,0
4226.152,333,0,517,344,0,685,0,566,529,163,75,0,0,0,0,498,0,330,237,0,306,870,0,265,0
4237.38,333,0,517,344,0,685,0,570,529,163,75,0,0,0,0,498,0,330,237,0,306,870,0,265,0
4252.4,333,0,517,344,0,685,0,570,543,163,75,0,0,0,0,498,0,330,237,0,306,870,0,265,0
4307.485,333,0,517,344,0,685,0,571,543,163,75,0,0,0,0,498,0,330,237,0,306,870,0,265,0
4318.253999999999,333,0,517,344,0,685,0,571,543,163,75,0,0,0,0,498,0,343,237,0,306,870,0,265,0
4359.804,333,0,526,344,0,685,0,571,543,163,75,0,0,0,0,498,0,343,237,0,306,870,0,265,0
4388.138999999999,333,0,526,344,0,685,0,571,554,163,75,0,0,0,0,498,0,343,237,0,306,870,0,265,0
4389.9259999999995,333,0,526,382,0,685,0,571,554,163,75,0,0,0,0,498,0,343,237,0,306,870,0,265,0
4394.183,333,0,526,382,0,685,0,576,554,163,75,0,0,0,0,498,0,343,237,0,306,870,0,265,0
4476.473,333,0,526,382,0,685,0,576,554,163,75,0,0,0,0,498,0,343,282,0,306,870,0,265,0
4484.884999999999,333,0,526,382,0,685,0,576,560,163,75,0,0,0,0,498,0,343,282,0,306,870,0,265,0
4485.211,333,0,526,382,0,685,0,576,560,163,75,353,0,0,0,498,0,343,282,0,306,870,0,265,0
4493.53,333,0,526,382,0,685,0,577,560,163,75,353,0,0,0,498,0,343,282,0,306,870,0,265,0
4499.707,333,0,526,382,0,798,0,577,560,163,75,353,0,0,0,498,0,343,282,0,306,870,0,265,0
4528.307,333,0,526,382,0,798,0,578,560,163,75,353,0,0,0,498,0,343,282,0,306,870,0,265,0
4548.640999999999,333,0,526,382,0,798,0,578,560,163,75,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4557.14,333,0,548,382,0,798,0,578,560,163,75,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4564.201999999999,333,0,548,382,0,798,0,578,569,163,75,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4567.15,333,0,548,382,0,798,0,579,569,163,75,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4619.723999999999,333,0,548,382,0,798,0,580,569,163,75,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4628.014999999999,333,0,548,382,0,798,0,580,575,163,75,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4670.496999999999,333,0,548,382,0,798,0,580,577,163,75,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4701.92,410,0,548,382,0,798,0,580,577,163,75,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4703.7519999999995,410,0,548,382,0,798,0,580,579,163,75,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4713.226000000001,410,0,548,382,0,798,0,580,579,163,116,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4730.796,410,0,559,382,0,798,0,580,579,163,116,353,0,0,0,498,0,354,282,0,306,870,0,265,0
4773.950999999999,410,0,559,382,0,798,0,580,579,163,116,353,0,0,0,498,0,363,282,0,306,870,0,265,0
4786.884999999999,410,0,559,382,0,798,0,580,580,163,116,353,0,0,0,498,0,363,282,0,306,870,0,265,0
4828.799,410,0,572,382,0,798,0,580,580,163,116,353,0,0,0,498,0,363,282,0,306,870,0,265,0
4847.657,410,0,572,382,256,798,0,580,580,163,116,353,0,0,0,498,0,363,282,0,306,870,0,265,0
4884.891,410,0,572,382,256,798,0,580,580,163,116,353,0,0,0,498,0,363,282,0,340,870,0,265,0
4891.471,410,0,578,382,256,798,0,580,580,163,116,353,0,0,0,498,0,363,282,0,340,870,0,265,0
4928.854,410,0,578,382,256,798,0,580,580,163,116,353,0,0,0,498,0,363,301,0,340,870,0,265,0
4953.187999999999,410,0,581,382,256,798,0,580,580,163,116,353,0,0,0,498,0,363,301,0,340,870,0,265,0
5023.172,410,0,586,382,256,798,0,580,580,163,116,353,0,0,0,498,0,363,301,0,340,870,0,265,0
5042.151,410,0,586,382,256,852,0,580,580,163,116,353,0,0,0,498,0,363,301,0,340,870,0,265,0
5055.517,410,0,586,418,256,852,0,580,580,163,116,353,0,0,0,498,0,363,301,0,340,870,0,265,0
5060.289,410,0,589,418,256,852,0,580,580,163,116,353,0,0,0,498,0,363,301,0,340,870,0,265,0
5074.610999999999,410,0,589,418,256,852,0,580,580,163,116,353,0,0,0,498,0,367,301,0,340,870,0,265,0
5086.897,410,0,589,418,256,852,587,580,580,163,116,353,0,0,0,498,0,367,301,0,340,870,0,265,0
5140.767,410,0,593,418,256,852,587,580,580,163,116,353,0,0,0,498,0,367,301,0,340,870,0,265,0
5142.193999999999,410,0,593,418,256,852,587,580,580,163,116,353,0,0,0,498,0,370,301,0,340,870,0,265,0
5164.340999999999,410,0,594,418,256,852,587,580,580,163,116,353,0,0,0,498,0,370,301,0,340,870,0,265,0
5189.186999999999,410,0,594,418,256,852,587,580,580,163,116,353,0,0,0,498,0,375,301,0,340,870,0,265,0
5191.637,410,0,595,418,256,852,587,580,580,163,116,353,0,0,0,498,0,375,301,0,340,870,0,265,0
5215.7080000000005,454,0,595,418,256,852,587,580,580,163,116,353,0,0,0,498,0,375,301,0,340,870,0,265,0
5219.621,454,0,595,418,256,852,587,580,580,163,116,353,0,0,0,498,0,375,301,0,340,870,0,265,0
5313.491,454,0,598,418,256,852,587,580,580,163,116,353,0,0,0,498,0,375,301,0,340,870,0,265,0
5354.718,454,0,600,418,256,852,587,580,580,163,116,353,0,0,0,498,0,375,301,0,340,870,0,265,0
5419.717000000001,454,0,600,418,256,852,587,580,580,163,116,353,0,0,0,498,0,375,321,0,340,870,0,265,0
5456.724999999999,454,0,600,418,256,895,587,580,580,163,116,353,0,0,0,498,0,375,321,0,340,870,0,265,0
5469.858,454,0,600,418,256,895,587,580,580,163,116,353,0,0,0,498,0,375,321,0,340,1040,0,265,0
5495.389999999999,454,0,603,418,256,895,587,580,580,163,116,353,0,0,0,498,0,375,321,0,340,1040,0,265,0
5554.195999999999,454,0,603,418,256,895,587,580,580,163,116,353,0,0,0,498,0,402,321,0,340,1040,0,265,0
5571.494,454,0,603,448,256,895,587,580,580,163,116,353,0,0,0,498,0,402,321,0,340,1040,0,265,0
5592.580000000001,478,0,603,448,256,895,587,580,580,163,116,353,0,0,0,498,0,402,321,0,340,1040,0,265,0
5636.601999999999,478,0,605,448,256,895,587,580,580,163,116,353,0,0,0,498,0,402,321,0,340,1040,0,265,0
5716.994999999999,478,0,605,448,256,895,587,580,580,163,116,353,0,0,0,498,0,411,321,0,340,1040,0,265,0
5758.827999999999,478,0,605,448,256,895,587,580,580,163,116,353,0,0,0,498,0,412,321,0,340,1040,0,265,0
5762.213,478,0,605,448,256,895,587,580,580,163,116,353,0,0,0,498,172,412,321,0,340,1040,0,265,0
5777.342000000001,488,0,605,448,256,895,587,580,580,163,116,353,0,0,0,498,172,412,321,0,340,1040,0,265,0
5834.1179999999995,488,0,605,448,256,895,587,580,580,163,116,353,0,0,0,498,172,412,321,0,373,1040,0,265,0
5838.293000000001,488,0,605,448,256,895,587,580,580,163,136,353,0,0,0,498,172,412,321,0,373,1040,0,265,0
5889.651,488,0,605,448,256,924,587,580,580,163,136,353,0,0,0,498,172,412,321,0,373,1040,0,265,0
5893.244999999999,488,0,608,448,256,924,587,580,580,163,136,353,0,0,0,498,172,412,321,0,373,1040,0,265,0
5935.1900000000005,500,0,608,448,256,924,587,580,580,163,136,353,0,0,0,498,172,412,321,0,373,1040,0,265,0
5940.336999999999,500,0,610,448,256,924,587,580,580,163,136,353,0,0,0,498,172,412,321,0,373,1040,0,265,0
5976.784999999999,500,0,610,448,256,924,587,580,580,163,136,353,0,0,0,498,172,414,321,0,373,1040,0,265,0
5997.516999999999,500,0,614,448,256,924,587,580,580,163,136,353,0,0,0,498,172,414,321,0,373,1040,0,265,0
6046.076999999999,500,0,618,448,256,924,587,580,580,163,136,353,0,0,0,498,172,414,321,0,373,1040,0,265,0
6073.517000000001,504,0,618,448,256,924,587,580,580,163,136,353,0,0,0,498,172,414,321,0,373,1040,0,265,0
6090.262,504,0,622,448,256,924,587,580,580,163,136,353,0,0,0,498,172,414,321,0,373,1040,0,265,0
6158.728,504,0,626,448,256,924,587,580,580,163,136,353,0,0,0,498,172,414,321,0,373,1040,0,265,0
6170.190999999999,504,0,626,448,256,924,587,580,580,163,136,353,0,0,0,498,172,418,321,0,373,1040,0,265,0
6171.487,504,0,626,448,256,924,587,580,580,163,136,353,0,0,0,498,172,418,321,0,373,1040,0,265,0
6186.379000000001,510,0,626,448,256,924,587,580,580,163,136,353,0,0,0,498,172,418,321,0,373,1040,0,265,0
6191.804999999999,510,0,626,484,256,924,587,580,580,163,136,353,0,0,0,498,172,418,321,0,373,1040,0,265,0
6198.247,510,0,626,484,256,924,587,580,580,163,136,353,0,0,0,498,172,418,361,0,373,1040,0,265,0
6223.490999999999,510,0,626,484,256,924,587,580,580,163,136,353,0,0,0,498,172,418,361,0,381,1040,0,265,0
6252.979000000001,512,0,626,484,256,924,587,580,580,163,136,353,0,0,0,498,172,418,361,0,381,1040,0,265,0
6285.057,512,0,627,484,256,924,587,580,580,163,136,353,0,0,0,498,172,418,361,0,381,1040,0,265,0
6290.343000000001,513,0,627,484,256,924,587,580,580,163,136,353,0,0,0,498,172,418,361,0,381,1040,0,265,0
6308.072,513,0,628,484,256,924,587,580,580,163,136,353,0,0,0,498,172,418,361,0,381,1040,0,265,0
6311.660999999999,513,0,628,484,256,924,587,580,580,163,136,353,0,0,0,498,172,420,361,0,381,1040,0,265,0
6331.4529999999995,513,0,628,484,256,924,587,580,580,163,136,353,0,0,0,498,172,420,361,0,381,1040,0,265,0
6337.418,513,0,629,484,256,924,587,580,580,163,136,353,0,0,0,498,172,420,361,0,381,1040,0,265,0
6337.718000000001,519,0,629,484,256,924,587,580,580,163,136,353,0,0,0,498,172,420,361,0,381,1040,0,265,0
6360.996999999999,519,0,630,484,256,924,587,580,580,163,136,353,0,0,0,498,172,420,361,0,381,1040,0,265,0
6370.508,519,0,630,484,256,955,587,580,580,163,136,353,0,0,0,498,172,420,361,0,381,1040,0,265,0
6392.15,519,0,630,484,256,955,587,580,580,163,136,353,0,649,0,498,172,420,361,0,381,1040,0,265,0
6414.656,519,0,630,484,256,955,587,580,580,163,136,353,0,649,0,498,172,421,361,0,381,1040,0,265,0
6443.719,519,0,630,484,256,955,587,580,580,163,136,353,0,649,0,498,172,421,361,0,381,1040,0,265,0
6493.503,519,0,630,484,256,955,587,580,580,163,136,353,0,649,0,498,172,422,361,0,381,1040,0,265,0
6506.8589999999995,519,0,630,484,256,955,587,580,580,163,136,353,0,649,0,498,172,422,361,0,381,1040,0,265,0
6520.331999999999,519,0,630,484,256,955,587,580,580,163,136,353,0,649,0,498,172,422,361,0,381,1040,0,265,0
6609.623,519,0,630,509,256,955,587,580,580,163,136,353,0,649,0,498,172,422,361,0,381,1040,0,265,0
6662.4980000000005,519,0,630,509,256,955,587,580,580,163,136,353,0,649,0,498,172,422,361,0,381,1182,0,265,0
6698.955000000001,536,0,630,509,256,955,587,580,580,163,136,353,0,649,0,498,172,422,361,0,381,1182,0,265,0
6720.917999999999,536,0,630,509,256,955,587,580,580,163,136,353,0,649,0,498,172,422,361,0,390,1182,0,265,0
6735.278,536,0,630,509,256,955,587,580,580,163,136,353,0,649,0,498,172,422,361,0,390,1182,712,265,0
6744.553,536,0,630,509,256,955,587,580,580,163,136,353,0,649,0,498,172,423,361,0,390,1182,712,265,0
6759.1449999999995,536,0,630,509,256,955,587,580,580,163,136,353,0,649,0,498,172,423,361,0,390,1182,712,265,0
